season,team,seed,kenpom_adj_oe,kenpom_adj_de,kenpom_adj_em
2017,Florida St.,3,116.738,93.9951,22.7426
2017,Oregon,3,117.728,93.9002,23.8276
2017,UCLA,3,122.757,99.8057,22.9515
2017,Butler,4,117.971,97.0613,20.9097
2017,Florida,4,115.851,89.4618,26.3891
2017,Purdue,4,116.912,92.6889,24.2236
2017,West Virginia,4,116.472,89.6731,26.7991
2017,Iowa St.,5,119.541,96.4283,23.113
2017,Minnesota,5,109.574,92.9833,16.5907
2017,Notre Dame,5,118.891,97.7973,21.0939
2017,Virginia,5,113.686,87.0194,26.6671
2017,Cincinnati,6,114.215,91.8982,22.3165
2017,Creighton,6,115.639,96.0487,19.5902
2017,Maryland,6,113.565,98.7271,14.838
2017,SMU,6,120.073,94.8141,25.2591
2017,Dayton,7,112.3,96.6262,15.6735
2017,Michigan,7,121.592,98.9742,22.618
2017,Saint Mary's,7,118.894,94.2568,24.6377
2017,South Carolina,7,105.546,88.5163,17.0302
2017,Arkansas,8,116.639,101.04,15.5987
2017,Miami FL,8,110.386,93.4254,16.9602
2017,Northwestern,8,111.189,95.6778,15.511
2017,Wisconsin,8,113.589,91.2963,22.2926
2017,Michigan St.,9,110.569,95.5936,14.9753
2017,Seton Hall,9,109.8,95.8517,13.9487
2017,Vanderbilt,9,112.303,96.065,16.2376
2017,Virginia Tech,9,117.358,102.419,14.9395
2017,Marquette,10,120.943,103.371,17.5711
2017,Oklahoma St.,10,124.834,102.73,22.1043
2017,VCU,10,110.018,95.716,14.3025
2017,Wichita St.,10,119.636,93.2236,26.4121
2017,Kansas St.,11,112.038,94.4839,17.5538
2017,Providence,11,108.021,95.1217,12.8992
2017,Rhode Island,11,110.668,95.0527,15.6156
2017,USC,11,112.508,100.168,12.3407
2017,Wake Forest,11,120.873,103.6,17.2722
2017,Xavier,11,114.744,99.4255,15.3189
2017,Middle Tennessee,12,111.64,96.9823,14.6582
2017,Nevada,12,114.477,101.135,13.3415
2017,Princeton,12,109.396,96.8962,12.5002
2017,UNC Wilmington,12,117.706,105.319,12.3867
2017,Bucknell,13,109.074,100.358,8.71601
2017,East Tennessee St.,13,107.974,96.4902,11.4836
2017,Vermont,13,110.832,98.9477,11.8847
2017,Winthrop,13,106.436,101.809,4.62694
2017,Florida Gulf Coast,14,109.563,104.547,5.016
2017,Iona,14,110.197,106.195,4.00176
2017,Kent St.,14,104.421,102.687,1.73415
2017,New Mexico St.,14,110.052,102.738,7.31463
2017,Jacksonville St.,15,105.363,104.78,0.583245
2017,North Dakota,15,102.854,103.166,-0.311268
2017,Northern Kentucky,15,106.647,105.311,1.33605
2017,Troy,15,109.892,107.217,2.67571
2017,Mount St. Mary's,16,98.9775,103.211,-4.23312
2017,New Orleans,16,100.844,101.362,-0.517773
2017,North Carolina Central,16,102.796,101.835,0.961015
2017,South Dakota St.,16,110.782,112.116,-1.33359
2017,Texas Southern,16,103.622,107.286,-3.66476
2017,UC Davis,16,97.8508,102.603,-4.75235
2018,Kansas,1,120.933,97.6938,23.2388
2018,Villanova,1,127.384,95.9749,31.4091
2018,Virginia,1,116.528,84.3753,32.1527
2018,Xavier,1,120.74,99.0492,21.6909
2018,Cincinnati,2,113.155,86.158,26.9966
2018,Duke,2,122.602,93.467,29.1348
2018,North Carolina,2,121.959,96.9241,25.0348
2018,Purdue,2,123.248,96.5818,26.6663
2018,Michigan,3,115.9,92.7095,23.1909
2018,Michigan St.,3,119.983,93.6364,26.3461
2018,Tennessee,3,114.839,92.6901,22.1486
2018,Texas Tech,3,114.03,92.0873,21.9424
2018,Arizona,4,119.012,99.6425,19.3692
2018,Auburn,4,118.196,97.5614,20.6348
2018,Gonzaga,4,119.824,95.0891,24.7352
2018,Wichita St.,4,121.925,101.857,20.068
2018,Clemson,5,113.774,93.5052,20.2693
2018,Kentucky,5,116.426,96.019,20.4069
2018,Ohio St.,5,116.15,95.0408,21.1094
2018,West Virginia,5,119.151,97.3766,21.7748
2018,Florida,6,115.14,96.4262,18.7137
2018,Houston,6,115.787,95.2473,20.5396
2018,Miami FL,6,113.309,97.5988,15.7103
2018,TCU,6,120.625,101.705,18.9201
2018,Arkansas,7,117.32,101.685,15.635
2018,Nevada,7,119.901,101.72,18.1814
2018,Rhode Island,7,111.71,97.328,14.3818
2018,Texas A&M,7,111.204,94.2949,16.9086
2018,Creighton,8,116.454,99.1744,17.2792
2018,Missouri,8,113.275,97.803,15.4717
2018,Seton Hall,8,116.335,98.9994,17.3352
2018,Virginia Tech,8,115.016,98.3773,16.6388
2018,Alabama,9,108.459,94.6334,13.8252
2018,Florida St.,9,115.822,99.9984,15.8239
2018,Kansas St.,9,112.178,97.4236,14.7543
2018,NC State,9,116.426,101.294,15.1323
2018,Butler,10,115.758,97.8916,17.8667
2018,Oklahoma,10,115.128,100.709,14.419
2018,Providence,10,108.926,97.0075,11.9189
2018,Texas,10,109.372,93.914,15.4577
2018,Arizona St.,11,117.651,102.937,14.714
2018,Loyola Chicago,11,111.331,96.1911,15.1402
2018,San Diego St.,11,111.286,97.1358,14.1504
2018,St. Bonaventure,11,112.288,101.093,11.1954
2018,Syracuse,11,107.705,94.1122,13.5929
2018,UCLA,11,116.447,102.063,14.3834
2018,Davidson,12,117.399,102.494,14.9051
2018,Murray St.,12,113.139,100.444,12.6951
2018,New Mexico St.,12,108.457,94.9001,13.5573
2018,South Dakota St.,12,114.629,104.038,10.5907
2018,Buffalo,13,114.284,103.791,10.4931
2018,College of Charleston,13,109.887,105.153,4.73418
2018,Marshall,13,109.328,103.944,5.38402
2018,UNC Greensboro,13,105.672,96.6156,9.0562
2018,Bucknell,14,109.182,102.368,6.8137
2018,Montana,14,110.144,99.3132,10.8304
2018,Stephen F. Austin,14,104.983,99.4206,5.56289
2018,Wright St.,14,101.068,98.251,2.81674
2018,Cal St. Fullerton,15,104.984,103.669,1.3154
2018,Georgia St.,15,109.045,101.835,7.20921
2018,Iona,15,110.261,107.388,2.87263
2018,Lipscomb,15,103.793,103.43,0.363623
2018,LIU Brooklyn,16,103.335,111.135,-7.80028
2018,North Carolina Central,16,98.1525,110.889,-12.7366
2018,Penn,16,103.553,99.8577,3.69539
2018,Radford,16,103.581,103.629,-0.0477779
2018,Texas Southern,16,105.281,112.94,-7.659
2018,UMBC,16,103.389,105.297,-1.9086
2019,Duke,1,120.084,88.0911,31.9925
2019,Gonzaga,1,125.125,92.336,32.7887
2019,North Carolina,1,119.872,90.701,29.171
2019,Virginia,1,123.571,87.9163,35.6552
2019,Kentucky,2,118.223,90.8094,27.4133
2019,Michigan,2,115.516,86.081,29.4352
2019,Michigan St.,2,121.729,90.3679,31.3607
2019,Tennessee,2,122.479,95.4987,26.98
2019,Houston,3,114.118,91.6934,22.4249
2019,LSU,3,118.485,97.5196,20.9656
2019,Purdue,3,121.093,95.0422,26.0512
2019,Texas Tech,3,112.694,85.9468,26.7476
2019,Florida St.,4,112.987,90.4293,22.5574
2019,Kansas,4,112.746,92.0406,20.7051
2019,Kansas St.,4,107.96,87.7377,20.2225
2019,Virginia Tech,4,118.433,93.9634,24.4696
2019,Auburn,5,119.571,96.2397,23.3317
2019,Marquette,5,114.15,95.7294,18.4207
2019,Mississippi St.,5,117.395,96.7173,20.6776
2019,Wisconsin,5,110.809,87.134,23.675
2019,Buffalo,6,114.89,94.5531,20.337
2019,Iowa St.,6,118.992,97.1452,21.8472
2019,Maryland,6,113.82,93.8429,19.9776
2019,Villanova,6,116.973,98.1987,18.7745
2019,Cincinnati,7,111.566,94.515,17.0509
2019,Louisville,7,113.376,92.4055,20.9708
2019,Nevada,7,114.0,95.0771,18.9229
2019,Wofford,7,118.357,97.6422,20.7146
2019,Mississippi,8,112.779,97.6963,15.0831
2019,Syracuse,8,110.213,93.9133,16.3
2019,Utah St.,8,112.966,96.3467,16.6198
2019,VCU,8,104.312,88.6222,15.6895
2019,Baylor,9,113.517,98.2238,15.2935
2019,Oklahoma,9,109.401,93.8663,15.5345
2019,UCF,9,110.31,95.7335,14.5761
2019,Washington,9,106.98,93.6134,13.3669
2019,Florida,10,110.219,91.895,18.3239
2019,Iowa,10,117.163,101.207,15.9555
2019,Minnesota,10,110.671,96.2136,14.4575
2019,Seton Hall,10,109.303,96.3961,12.9072
2019,Arizona St.,11,109.774,98.5646,11.2091
2019,Belmont,11,114.834,101.76,13.0739
2019,Ohio St.,11,109.268,94.1896,15.0781
2019,Saint Mary's,11,114.634,96.9231,17.7106
2019,St. John's,11,109.671,100.92,8.75182
2019,Temple,11,108.851,99.4587,9.3923
2019,Liberty,12,110.565,99.7435,10.8215
2019,Murray St.,12,112.038,98.706,13.3317
2019,New Mexico St.,12,112.605,99.0173,13.588
2019,Oregon,12,107.7,92.5481,15.1521
2019,Northeastern,13,111.465,102.718,8.74685
2019,Saint Louis,13,102.575,96.3024,6.27254
2019,UC Irvine,13,106.606,97.144,9.46217
2019,Vermont,13,107.949,99.2286,8.72064
2019,Georgia St.,14,107.886,102.289,5.59737
2019,Northern Kentucky,14,109.235,102.676,6.55918
2019,Old Dominion,14,101.929,96.3508,5.57853
2019,Yale,14,111.702,103.115,8.58693
2019,Abilene Christian,15,103.625,101.539,2.08626
2019,Bradley,15,100.892,101.25,-0.358275
2019,Colgate,15,110.038,105.751,4.2867
2019,Montana,15,107.36,103.814,3.54691
2019,Fairleigh Dickinson,16,106.184,110.432,-4.2487
2019,Gardner Webb,16,107.475,108.218,-0.743522
2019,Iona,16,106.514,109.593,-3.07828
2019,North Carolina Central,16,96.6416,108.528,-11.8864
2019,North Dakota St.,16,106.552,109.751,-3.19855
2019,Prairie View A&M,16,101.53,105.838,-4.30871
2021,Baylor,1,123.265,93.7679,29.4969
2021,Gonzaga,1,126.111,89.4872,36.6241
2021,Illinois,1,118.957,88.3445,30.6122
2021,Michigan,1,119.434,88.6425,30.7915
2021,Alabama,2,111.722,86.734,24.9876
2021,Houston,2,118.922,90.1017,28.8202
2021,Iowa,2,123.496,94.5925,28.9031
2021,Ohio St.,2,122.274,96.8491,25.4253
2021,Arkansas,3,111.502,89.9724,21.5292
2021,Kansas,3,109.615,88.5839,21.0313
2021,Texas,3,113.848,93.2661,20.5822
2021,West Virginia,3,116.128,95.8073,20.3206
2021,Florida St.,4,116.442,94.3726,22.0698
2021,Oklahoma St.,4,110.059,91.2923,18.7671
2021,Purdue,4,113.612,91.3407,22.2716
2021,Virginia,4,115.637,92.9824,22.6542
2021,Colorado,5,114.417,92.7358,21.6816
2021,Creighton,5,114.87,93.5652,21.3051
2021,Tennessee,5,108.804,87.7414,21.0624
2021,Villanova,5,118.602,95.984,22.6184
2021,BYU,6,113.107,92.1612,20.9462
2021,San Diego St.,6,110.835,89.5391,21.296
2021,Texas Tech,6,112.362,91.4155,20.9465
2021,USC,6,112.883,90.6583,22.2245
2021,Clemson,7,106.87,90.7046,16.1652
2021,Connecticut,7,113.581,91.6796,21.9011
2021,Florida,7,110.975,93.4227,17.5522
2021,Oregon,7,114.453,96.7728,17.6799
2021,LSU,8,119.771,100.181,19.5899
2021,Loyola Chicago,8,110.416,86.6625,23.7539
2021,North Carolina,8,110.111,90.0231,20.0876
2021,Oklahoma,8,111.427,94.7836,16.6439
2021,Georgia Tech,9,113.332,94.783,18.5494
2021,Missouri,9,110.248,95.0983,15.15
2021,St. Bonaventure,9,111.309,90.4885,20.8204
2021,Wisconsin,9,112.522,89.8672,22.6545
2021,Maryland,10,110.916,92.1984,18.7175
2021,Rutgers,10,108.651,90.5084,18.1428
2021,VCU,10,105.49,89.5783,15.9115
2021,Virginia Tech,10,110.048,94.8276,15.2207
2021,Drake,11,113.949,99.3062,14.6425
2021,Michigan St.,11,106.989,92.9745,14.0141
2021,Syracuse,11,113.82,97.5937,16.2268
2021,UCLA,11,113.403,97.4859,15.9175
2021,Utah St.,11,105.729,89.2192,16.51
2021,Wichita St.,11,109.988,98.4414,11.5469
2021,Georgetown,12,107.693,93.636,14.0569
2021,Oregon St.,12,109.326,99.1533,10.1728
2021,UC Santa Barbara,12,109.242,97.0104,12.2317
2021,Winthrop,12,105.093,96.1535,8.93908
2021,Liberty,13,110.143,101.773,8.37002
2021,North Texas,13,105.362,93.6646,11.6975
2021,Ohio,13,113.002,101.888,11.1142
2021,UNC Greensboro,13,104.118,95.9651,8.15332
2021,Abilene Christian,14,103.047,92.9196,10.1273
2021,Colgate,14,110.89,100.668,10.2223
2021,Eastern Washington,14,107.67,101.018,6.65145
2021,Morehead St.,14,100.165,96.2694,3.89559
2021,Cleveland St.,15,100.852,99.4794,1.37289
2021,Grand Canyon,15,103.554,96.5771,6.97644
2021,Iona,15,100.371,101.407,-1.03598
2021,Oral Roberts,15,108.656,107.44,1.21622
2021,Appalachian St.,16,99.3998,103.738,-4.33805
2021,Drexel,16,107.143,105.525,1.6183
2021,Hartford,16,97.4886,100.22,-2.73095
2021,Mount St. Mary's,16,95.4181,100.428,-5.0102
2021,Norfolk St.,16,100.613,104.355,-3.74215
2021,Texas Southern,16,98.9834,105.038,-6.05453
2022,Arizona,1,119.64,92.431,27.2089
2022,Baylor,1,117.874,91.5538,26.3204
2022,Gonzaga,1,121.805,88.836,32.9688
2022,Kansas,1,119.389,93.8965,25.492
2022,Auburn,2,113.602,89.1491,24.453
2022,Duke,2,119.363,95.6508,23.7124
2022,Kentucky,2,120.191,93.5959,26.5948
2022,Villanova,2,117.95,93.8397,24.1107
2022,Purdue,3,121.268,98.9804,22.2872
2022,Tennessee,3,111.439,86.1987,25.2399
2022,Texas Tech,3,109.701,85.0595,24.641
2022,Wisconsin,3,110.398,94.8142,15.5839
2022,Arkansas,4,111.072,92.0511,19.0214
2022,Illinois,4,113.725,94.138,19.5866
2022,Providence,4,111.929,98.0491,13.8797
2022,UCLA,4,116.076,91.2287,24.8472
2022,Connecticut,5,113.924,94.5963,19.3281
2022,Houston,5,117.348,90.8508,26.4976
2022,Iowa,5,121.548,98.0208,23.5269
2022,Saint Mary's,5,109.764,89.9554,19.8082
2022,Alabama,6,116.098,98.7358,17.3625
2022,Colorado St.,6,114.159,98.3029,15.8566
2022,LSU,6,107.64,88.5581,19.0816
2022,Texas,6,111.812,91.4059,20.4063
2022,Michigan St.,7,111.275,96.4032,14.8717
2022,Murray St.,7,111.518,95.1287,16.389
2022,Ohio St.,7,116.627,100.804,15.8224
2022,USC,7,110.473,96.0232,14.4494
2022,Boise St.,8,108.443,92.0306,16.412
2022,North Carolina,8,113.057,97.0108,16.0459
2022,San Diego St.,8,104.106,85.9549,18.151
2022,Seton Hall,8,108.487,93.5199,14.967
2022,Creighton,9,105.588,92.1195,13.4685
2022,Marquette,9,109.787,95.785,14.0024
2022,Memphis,9,110.368,94.1479,16.2198
2022,TCU,9,108.261,93.3525,14.909
2022,Davidson,10,116.781,101.978,14.8028
2022,Loyola Chicago,10,110.891,93.196,17.6948
2022,Miami FL,10,114.756,102.136,12.6207
2022,San Francisco,10,110.756,92.3886,18.3679
2022,Iowa St.,11,104.382,90.4362,13.9459
2022,Michigan,11,114.207,98.5588,15.6481
2022,Notre Dame,11,111.997,98.3632,13.6336
2022,Rutgers,11,106.375,95.5107,10.8648
2022,Virginia Tech,11,114.268,96.4045,17.8634
2022,Indiana,12,107.558,92.6213,14.9367
2022,New Mexico St.,12,107.805,97.7021,10.1026
2022,Richmond,12,109.146,99.3205,9.82501
2022,UAB,12,112.489,98.456,14.0333
2022,Wyoming,12,110.173,97.0777,13.0956
2022,Akron,13,106.151,102.661,3.48951
2022,Chattanooga,13,110.028,98.756,11.2724
2022,South Dakota St.,13,116.763,105.32,11.4429
2022,Vermont,13,110.775,97.7084,13.0669
2022,Colgate,14,108.276,104.059,4.21729
2022,Longwood,14,106.108,103.624,2.48399
2022,Montana St.,14,104.531,100.723,3.80856
2022,Yale,14,101.474,99.2392,2.23432
2022,Cal St. Fullerton,15,104.656,102.553,2.10306
2022,Delaware,15,106.849,104.566,2.283
2022,Jacksonville St.,15,105.325,103.083,2.24147
2022,Saint Peter's,15,98.7512,94.4758,4.27548
2022,Bryant,16,104.211,105.162,-0.950484
2022,Georgia St.,16,101.532,99.6875,1.84485
2022,Norfolk St.,16,102.43,102.285,0.14543
2022,Texas A&M Corpus Chris,16,96.9771,103.288,-6.3107
2022,Texas Southern,16,98.1424,99.4749,-1.33245
2022,Wright St.,16,106.365,107.231,-0.866069
2023,Alabama,1,116.097,88.5549,27.5425
2023,Houston,1,118.387,89.5678,28.8196
2023,Kansas,1,114.61,91.4741,23.1356
2023,Purdue,1,119.362,94.8154,24.5463
2023,Arizona,2,119.979,97.1195,22.8595
2023,Marquette,2,119.308,97.4789,21.8296
2023,Texas,2,116.581,92.0106,24.5707
2023,UCLA,2,114.875,87.2423,27.6323
2023,Baylor,3,121.852,101.871,19.9811
2023,Gonzaga,3,124.004,99.6937,24.3101
2023,Kansas St.,3,112.516,94.2021,18.3143
2023,Xavier,3,119.297,99.604,19.693
2023,Connecticut,4,119.437,94.0686,25.3686
2023,Indiana,4,114.651,97.2921,17.3586
2023,Tennessee,4,112.675,87.97,24.7052
2023,Virginia,4,111.166,94.7544,16.4114
2023,Duke,5,113.242,94.7531,18.4885
2023,Miami FL,5,118.233,103.319,14.9148
2023,Saint Mary's,5,113.47,91.5736,21.896
2023,San Diego St.,5,111.929,91.6744,20.2549
2023,Creighton,6,114.621,93.9665,20.6545
2023,Iowa St.,6,109.884,91.5493,18.3345
2023,Kentucky,6,117.41,99.6115,17.7987
2023,TCU,6,112.366,94.3027,18.0633
2023,Michigan St.,7,113.4,96.6898,16.7099
2023,Missouri,7,119.289,105.37,13.9186
2023,Northwestern,7,108.511,93.6787,14.8321
2023,Texas A&M,7,114.483,96.1997,18.2834
2023,Arkansas,8,112.596,93.9677,18.6287
2023,Iowa,8,120.475,104.873,15.6021
2023,Maryland,8,114.136,95.7662,18.3703
2023,Memphis,8,114.701,96.0133,18.6881
2023,Auburn,9,112.689,95.2408,17.4484
2023,Florida Atlantic,9,114.275,96.0455,18.2298
2023,Illinois,9,112.167,95.6864,16.4805
2023,West Virginia,9,117.144,97.9996,19.1445
2023,Boise St.,10,110.969,93.8352,17.1342
2023,Penn St.,10,116.826,101.79,15.0367
2023,USC,10,113.122,97.4891,15.6327
2023,Utah St.,10,117.762,98.8807,18.8814
2023,Arizona St.,11,107.586,95.2101,12.3762
2023,Mississippi St.,11,105.451,91.3344,14.1161
2023,NC State,11,113.894,100.589,13.3052
2023,Nevada,11,112.039,97.2466,14.7927
2023,Pittsburgh,11,115.103,103.837,11.2663
2023,Providence,11,116.847,102.117,14.7305
2023,Charleston,12,111.378,99.6171,11.7607
2023,Drake,12,109.84,97.3312,12.5086
2023,Oral Roberts,12,115.289,102.04,13.2487
2023,VCU,12,107.195,94.0449,13.1498
2023,Furman,13,114.2,105.775,8.42507
2023,Iona,13,110.856,99.1448,11.7114
2023,Kent St.,13,108.347,96.4498,11.8972
2023,Louisiana,13,112.243,104.042,8.20091
2023,Grand Canyon,14,112.317,106.325,5.99141
2023,Kennesaw St.,14,106.304,102.661,3.64263
2023,Montana St.,14,105.36,99.6121,5.74793
2023,UC Santa Barbara,14,111.335,104.693,6.6422
2023,Colgate,15,112.963,107.67,5.29267
2023,Princeton,15,109.093,103.527,5.5658
2023,UNC Asheville,15,104.141,102.635,1.50642
2023,Vermont,15,109.778,104.357,5.42124
2023,Fairleigh Dickinson,16,106.175,118.425,-12.2499
2023,Howard,16,103.701,106.914,-3.21361
2023,Northern Kentucky,16,103.337,102.82,0.516867
2023,Southeast Missouri St.,16,100.937,108.149,-7.21197
2023,Texas A&M Corpus Chris,16,107.367,107.592,-0.225051
2023,Texas Southern,16,96.5543,106.264,-9.71
2024,Connecticut,1,126.609,94.3959,32.2129
2024,Houston,1,118.869,87.1503,31.7189
2024,North Carolina,1,117.798,93.1528,24.6454
2024,Purdue,1,124.99,95.8716,29.1188
2024,Arizona,2,121.127,94.5032,26.6237
2024,Iowa St.,2,113.865,87.1473,26.7178
2024,Marquette,2,118.295,95.5586,22.7368
2024,Tennessee,2,117.028,91.0569,25.9708
2024,Baylor,3,122.491,100.186,22.305
2024,Creighton,3,120.092,96.6927,23.3993
2024,Illinois,3,125.554,101.566,23.9874
2024,Kentucky,3,122.715,102.69,20.0246
2024,Alabama,4,125.604,103.121,22.4823
2024,Auburn,4,120.584,91.682,28.9015
2024,Duke,4,121.828,96.9516,24.8766
2024,Kansas,4,113.385,94.1588,19.2258
2024,Gonzaga,5,121.0,99.4359,21.5643
2024,Saint Mary's,5,114.901,95.0135,19.888
2024,San Diego St.,5,113.548,93.8489,19.6992
2024,Wisconsin,5,120.064,99.4627,20.6008
2024,BYU,6,120.487,99.478,21.0093
2024,Clemson,6,117.427,100.49,16.9367
2024,South Carolina,6,114.702,99.6458,15.0562
2024,Texas Tech,6,117.945,99.3999,18.5449
2024,Dayton,7,118.604,101.307,17.2976
2024,Florida,7,119.32,101.132,18.1881
2024,Texas,7,118.527,100.123,18.4035
2024,Washington St.,7,113.431,97.2153,16.2157
2024,Florida Atlantic,8,118.933,102.701,16.2324
2024,Mississippi St.,8,113.66,95.6804,17.9796
2024,Nebraska,8,115.868,97.6758,18.1917
2024,Utah St.,8,115.616,100.502,15.1145
2024,Michigan St.,9,113.763,93.7282,20.0344
2024,Northwestern,9,116.639,100.73,15.909
2024,TCU,9,115.101,97.8086,17.2925
2024,Texas A&M,9,116.002,99.8937,16.1079
2024,Boise St.,10,114.005,97.6233,16.3813
2024,Colorado,10,117.58,99.1138,18.4666
2024,Colorado St.,10,115.379,98.7759,16.603
2024,Drake,10,115.619,100.905,14.7142
2024,Nevada,10,115.582,98.7643,16.818
2024,Virginia,10,105.423,93.348,12.075
2024,Duquesne,11,106.921,97.5502,9.37095
2024,NC State,11,114.386,101.33,13.0559
2024,New Mexico,11,115.408,96.4708,18.9369
2024,Oregon,11,114.037,100.607,13.4292
2024,Grand Canyon,12,113.48,99.5663,13.9138
2024,James Madison,12,113.86,100.96,12.9
2024,McNeese St.,12,114.034,101.171,12.8625
2024,UAB,12,113.683,107.402,6.28169
2024,Charleston,13,113.737,106.13,7.60711
2024,Samford,13,113.084,103.292,9.79216
2024,Vermont,13,107.124,100.147,6.97711
2024,Yale,13,110.826,101.353,9.47277
2024,Akron,14,106.985,102.05,4.93477
2024,Colgate,14,104.651,102.501,2.15007
2024,Morehead St.,14,108.991,103.522,5.46886
2024,Oakland,14,108.595,105.778,2.81758
2024,Long Beach St.,15,107.739,107.757,-0.0179405
2024,Saint Peter's,15,98.5891,100.911,-2.32155
2024,South Dakota St.,15,108.663,105.675,2.98785
2024,Western Kentucky,15,105.553,102.49,3.06269
2024,Grambling St.,16,99.2748,107.085,-7.81011
2024,Howard,16,105.49,113.753,-8.26283
2024,Longwood,16,105.713,104.754,0.959163
2024,Montana St.,16,103.308,107.21,-3.90131
2024,Stetson,16,110.263,114.367,-4.10409
2024,Wagner,16,95.785,105.879,-10.0944
2025,Auburn,1,128.426,93.379,35.0475
2025,Duke,1,127.954,89.7995,38.1544
2025,Florida,1,128.6,92.4375,36.1627
2025,Houston,1,123.226,87.7815,35.4443
2025,Alabama,2,126.511,96.5798,29.9317
2025,Michigan St.,2,118.142,90.5691,27.5733
2025,St. John's,2,113.892,87.514,26.3781
2025,Tennessee,2,120.275,89.122,31.1527
2025,Iowa St.,3,119.432,92.4359,26.9956
2025,Kentucky,3,123.783,99.5253,24.2581
2025,Texas Tech,3,125.287,97.2355,28.0517
2025,Wisconsin,3,122.016,96.0406,25.9754
2025,Arizona,4,122.541,96.8148,25.7258
2025,Maryland,4,118.136,91.7865,26.3494
2025,Purdue,4,124.232,100.394,23.8371
2025,Texas A&M,4,116.21,92.1262,24.0834
2025,Clemson,5,118.657,94.7322,23.9249
2025,Memphis,5,113.136,97.7819,15.3543
2025,Michigan,5,115.994,93.7182,22.2758
2025,Oregon,5,116.633,96.4838,20.1491
2025,BYU,6,123.002,100.609,22.3936
2025,Illinois,6,121.626,98.0619,23.5646
2025,Mississippi,6,117.842,95.7535,22.0886
2025,Missouri,6,125.287,100.869,24.4177
2025,Kansas,7,115.97,92.712,23.2578
2025,Marquette,7,117.663,96.084,21.5789
2025,Saint Mary's,7,115.276,92.1878,23.0883
2025,UCLA,7,116.85,95.0871,21.763
2025,Connecticut,8,121.928,102.59,19.3389
2025,Gonzaga,8,123.564,96.2729,27.2907
2025,Louisville,8,118.114,95.4734,22.6402
2025,Mississippi St.,8,118.739,98.6336,20.105
2025,Baylor,9,120.812,99.6653,21.1465
2025,Creighton,9,116.921,98.2137,18.7077
2025,Georgia,9,115.396,96.0081,19.3878
2025,Oklahoma,9,119.044,100.68,18.3649
2025,Arkansas,10,112.929,95.2149,17.7146
2025,New Mexico,10,112.488,95.1691,17.3187
2025,Utah St.,10,120.736,105.511,15.225
2025,Vanderbilt,10,117.933,101.772,16.1611
2025,Drake,11,112.597,98.4566,14.1399
2025,North Carolina,11,118.852,99.3034,19.5481
2025,San Diego St.,11,109.841,93.4701,16.3707
2025,Texas,11,116.677,99.5252,17.1519
2025,VCU,11,116.302,95.6967,20.6057
2025,Xavier,11,115.463,98.2653,17.1975
2025,Colorado St.,12,116.224,98.9322,17.2919
2025,Liberty,12,112.451,98.9175,13.5333
2025,McNeese,12,114.253,100.567,13.6856
2025,UC San Diego,12,115.247,96.4676,18.7789
2025,Akron,13,113.689,107.109,6.57907
2025,Grand Canyon,13,107.814,100.591,7.22297
2025,High Point,13,118.451,109.147,9.30421
2025,Yale,13,115.087,104.043,11.0438
2025,Lipscomb,14,112.665,103.179,9.48591
2025,Montana,14,110.778,110.393,0.384426
2025,Troy,14,107.654,100.778,6.87603
2025,UNC Wilmington,14,112.281,107.139,5.14265
2025,Bryant,15,106.746,105.5,1.24635
2025,Nebraska Omaha,15,111.049,110.543,0.506969
2025,Robert Morris,15,106.969,104.883,2.08559
2025,Wofford,15,113.636,109.479,4.15774
2025,Alabama St.,16,101.41,110.647,-9.23758
2025,American,16,102.054,108.032,-5.97827
2025,Mount St. Mary's,16,100.145,106.815,-6.66958
2025,Norfolk St.,16,107.141,108.669,-1.52741
2025,SIUE,16,101.884,106.201,-4.31608
2025,Saint Francis,16,99.6749,112.436,-12.7615
